DATAFLOW,FREQ,REF_AREA,DATA_TYPE,SEX,AGE,MARITAL_STATUS,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_SEX,NOTE_AGE,NOTE_MARITAL_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y32,99,2026,305308,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y33,99,2019,333935,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y33,99,2020,323293,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y33,99,2021,318664,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y33,99,2022,323709,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y33,99,2023,319514,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y33,99,2024,320205,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y33,99,2025,316501,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y33,99,2026,318693,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y34,99,2019,340206,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y34,99,2020,334375,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y34,99,2021,320941,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y34,99,2022,318791,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y34,99,2023,327242,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y34,99,2024,321747,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y34,99,2025,322587,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y34,99,2026,319047,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y35,99,2019,346311,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y35,99,2020,340457,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y35,99,2021,332033,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y35,99,2022,321096,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y35,99,2023,322167,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y35,99,2024,329595,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y35,99,2025,323937,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y35,99,2026,324906,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y36,99,2019,359005,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y36,99,2020,346606,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y36,99,2021,338839,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y36,99,2022,332206,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y36,99,2023,324401,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y36,99,2024,324559,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y36,99,2025,331787,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y36,99,2026,326155,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y37,99,2019,362537,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y37,99,2020,359300,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y37,99,2021,345027,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y37,99,2022,338992,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y37,99,2023,335336,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y37,99,2024,326604,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y37,99,2025,326745,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y37,99,2026,333670,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y38,99,2019,370021,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y38,99,2020,362693,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y38,99,2021,358229,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y38,99,2022,345105,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y38,99,2023,341933,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y38,99,2024,337568,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y38,99,2025,328730,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y38,99,2026,328772,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y39,99,2019,383503,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y39,99,2020,370154,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y39,99,2021,361595,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y39,99,2022,357984,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y39,99,2023,347925,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y39,99,2024,343824,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y39,99,2025,339624,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y39,99,2026,330671,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y4,99,2019,241983,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y4,99,2020,235204,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y4,99,2021,233858,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y4,99,2022,225570,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y4,99,2023,217293,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y4,99,2024,210212,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y4,99,2025,202396,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y4,99,2026,201156,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y40,99,2019,403489,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y40,99,2020,383701,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y40,99,2021,369202,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y40,99,2022,361207,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y40,99,2023,360668,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y40,99,2024,349773,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y40,99,2025,345539,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y40,99,2026,341440,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y41,99,2019,417606,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y41,99,2020,403611,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y41,99,2021,382824,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y41,99,2022,369016,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y41,99,2023,363732,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y41,99,2024,362336,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y41,99,2025,351434,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y41,99,2026,347291,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y42,99,2019,436238,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y42,99,2020,417680,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y42,99,2021,402664,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y42,99,2022,382644,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y42,99,2023,371342,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y42,99,2024,365254,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y42,99,2025,363975,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y42,99,2026,353207,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y43,99,2019,457197,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y43,99,2020,436100,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y43,99,2021,417088,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y43,99,2022,402520,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y43,99,2023,385004,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y43,99,2024,372880,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y43,99,2025,366781,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y43,99,2026,365539,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y44,99,2019,476041,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y44,99,2020,457174,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y44,99,2021,435290,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y44,99,2022,417187,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y44,99,2023,404671,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y44,99,2024,386392,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y44,99,2025,374270,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y44,99,2026,368258,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y45,99,2019,474216,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y45,99,2020,475833,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y45,99,2021,456301,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y45,99,2022,435229,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y45,99,2023,419171,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y45,99,2024,406122,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y45,99,2025,387769,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y45,99,2026,375678,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y46,99,2019,478371,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y46,99,2020,474137,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y46,99,2021,474653,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y46,99,2022,456347,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y46,99,2023,437072,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y46,99,2024,420285,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y46,99,2025,407453,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y46,99,2026,388900,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y47,99,2019,484958,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y47,99,2020,477972,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y47,99,2021,472837,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y47,99,2022,474641,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y47,99,2023,458033,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y47,99,2024,438351,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y47,99,2025,421507,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y47,99,2026,408457,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y48,99,2019,480428,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y48,99,2020,484718,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y48,99,2021,476386,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y48,99,2022,473075,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y48,99,2023,476322,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y48,99,2024,459117,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y48,99,2025,439469,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y48,99,2026,422306,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y49,99,2019,494321,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y49,99,2020,480305,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y49,99,2021,482867,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y49,99,2022,476715,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y49,99,2023,474728,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y49,99,2024,477197,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y49,99,2025,460066,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y49,99,2026,440082,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y5,99,2019,246502,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y5,99,2020,242348,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y5,99,2021,239726,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y5,99,2022,233044,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y5,99,2023,226752,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y5,99,2024,218688,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y5,99,2025,211603,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y5,99,2026,203417,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y50,99,2019,491414,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y50,99,2020,494026,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y50,99,2021,478082,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y50,99,2022,483171,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y50,99,2023,478132,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y50,99,2024,475508,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y50,99,2025,478120,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y50,99,2026,460623,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y51,99,2019,494767,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y51,99,2020,490930,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y51,99,2021,491151,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y51,99,2022,478407,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y51,99,2023,484471,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y51,99,2024,478896,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y51,99,2025,476206,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y51,99,2026,478625,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y52,99,2019,497603,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y52,99,2020,494239,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y52,99,2021,487595,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y52,99,2022,491553,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y52,99,2023,479621,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y52,99,2024,485090,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y52,99,2025,479491,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y52,99,2026,476535,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y53,99,2019,496845,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y53,99,2020,497079,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y53,99,2021,490597,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y53,99,2022,487952,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y53,99,2023,492654,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y53,99,2024,479854,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y53,99,2025,485557,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y53,99,2026,479868,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y54,99,2019,503941,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y54,99,2020,496286,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y54,99,2021,493209,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y54,99,2022,490893,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y54,99,2023,488974,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y54,99,2024,492932,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y54,99,2025,480340,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y54,99,2026,485621,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y55,99,2019,475227,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y55,99,2020,503388,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y55,99,2021,492347,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y55,99,2022,493808,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y55,99,2023,491849,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y55,99,2024,489034,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y55,99,2025,493125,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y55,99,2026,480195,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y56,99,2019,460125,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y56,99,2020,474410,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y56,99,2021,498964,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y56,99,2022,492768,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y56,99,2023,494413,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y56,99,2024,491676,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y56,99,2025,489210,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y56,99,2026,492758,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y57,99,2019,451673,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y57,99,2020,459353,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y57,99,2021,470280,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y57,99,2022,499325,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y57,99,2023,493124,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y57,99,2024,494278,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y57,99,2025,491558,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y57,99,2026,488728,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y58,99,2019,437639,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y58,99,2020,450711,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y58,99,2021,454905,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y58,99,2022,470176,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y58,99,2023,499748,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y58,99,2024,492722,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y58,99,2025,494196,,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y58,99,2026,490783,e,,,,,,,,,
IT1:22_289_DF_DCIS_POPRES1_24(1.0),A,IT,JAN,2,Y59,99,2019,426948,,,,,,,,,,
