FREQ;Frequenza;REF_AREA;Territorio;DATA_TYPE;Indicatore;SEX;Sesso;AGE;Età;MARITAL_STATUS;Stato civile;TIME_PERIOD;Osservazione;OBS_STATUS;stato_osservazione
A;Annuale;4058;Cavallerleone;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;664;e;Dato stimato
A;Annuale;4059;Cavallermaggiore;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;5436;;
A;Annuale;4059;Cavallermaggiore;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;5417;;
A;Annuale;4059;Cavallermaggiore;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;5447;;
A;Annuale;4059;Cavallermaggiore;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;5333;;
A;Annuale;4059;Cavallermaggiore;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;5305;;
A;Annuale;4059;Cavallermaggiore;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;5343;;
A;Annuale;4059;Cavallermaggiore;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;5328;;
A;Annuale;4059;Cavallermaggiore;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;5329;e;Dato stimato
A;Annuale;4060;Celle di Macra;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;89;;
A;Annuale;4060;Celle di Macra;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;87;;
A;Annuale;4060;Celle di Macra;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;82;;
A;Annuale;4060;Celle di Macra;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;84;;
A;Annuale;4060;Celle di Macra;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;88;;
A;Annuale;4060;Celle di Macra;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;89;;
A;Annuale;4060;Celle di Macra;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;88;;
A;Annuale;4060;Celle di Macra;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;83;e;Dato stimato
A;Annuale;4061;Centallo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;7022;;
A;Annuale;4061;Centallo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;6947;;
A;Annuale;4061;Centallo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;6877;;
A;Annuale;4061;Centallo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;6875;;
A;Annuale;4061;Centallo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;6866;;
A;Annuale;4061;Centallo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;6937;;
A;Annuale;4061;Centallo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;6981;;
A;Annuale;4061;Centallo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;6985;e;Dato stimato
A;Annuale;4062;Ceresole Alba;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;2051;;
A;Annuale;4062;Ceresole Alba;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;2031;;
A;Annuale;4062;Ceresole Alba;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;2007;;
A;Annuale;4062;Ceresole Alba;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;2006;;
A;Annuale;4062;Ceresole Alba;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;1980;;
A;Annuale;4062;Ceresole Alba;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;1997;;
A;Annuale;4062;Ceresole Alba;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;2004;;
A;Annuale;4062;Ceresole Alba;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;1975;e;Dato stimato
A;Annuale;4063;Cerretto Langhe;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;430;;
A;Annuale;4063;Cerretto Langhe;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;419;;
A;Annuale;4063;Cerretto Langhe;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;410;;
A;Annuale;4063;Cerretto Langhe;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;402;;
A;Annuale;4063;Cerretto Langhe;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;397;;
A;Annuale;4063;Cerretto Langhe;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;387;;
A;Annuale;4063;Cerretto Langhe;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;384;;
A;Annuale;4063;Cerretto Langhe;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;387;e;Dato stimato
A;Annuale;4064;Cervasca;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;5156;;
A;Annuale;4064;Cervasca;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;5161;;
A;Annuale;4064;Cervasca;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;5143;;
A;Annuale;4064;Cervasca;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;5148;;
A;Annuale;4064;Cervasca;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;5161;;
A;Annuale;4064;Cervasca;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;5165;;
A;Annuale;4064;Cervasca;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;5209;;
A;Annuale;4064;Cervasca;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;5190;e;Dato stimato
A;Annuale;4065;Cervere;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;2263;;
A;Annuale;4065;Cervere;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;2238;;
A;Annuale;4065;Cervere;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;2242;;
A;Annuale;4065;Cervere;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;2255;;
A;Annuale;4065;Cervere;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;2226;;
A;Annuale;4065;Cervere;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;2262;;
A;Annuale;4065;Cervere;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;2278;;
A;Annuale;4065;Cervere;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;2280;e;Dato stimato
A;Annuale;4066;Ceva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;5661;;
A;Annuale;4066;Ceva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;5651;;
A;Annuale;4066;Ceva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;5592;;
A;Annuale;4066;Ceva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;5641;;
A;Annuale;4066;Ceva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;5704;;
A;Annuale;4066;Ceva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;5884;;
A;Annuale;4066;Ceva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;5869;;
A;Annuale;4066;Ceva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;5895;e;Dato stimato
A;Annuale;4067;Cherasco;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;9284;;
A;Annuale;4067;Cherasco;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;9335;;
A;Annuale;4067;Cherasco;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;9401;;
A;Annuale;4067;Cherasco;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;9447;;
A;Annuale;4067;Cherasco;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;9489;;
A;Annuale;4067;Cherasco;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;9552;;
A;Annuale;4067;Cherasco;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;9630;;
A;Annuale;4067;Cherasco;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;9713;e;Dato stimato
A;Annuale;4068;Chiusa di Pesio;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;3644;;
A;Annuale;4068;Chiusa di Pesio;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;3629;;
A;Annuale;4068;Chiusa di Pesio;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;3577;;
A;Annuale;4068;Chiusa di Pesio;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;3548;;
A;Annuale;4068;Chiusa di Pesio;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;3592;;
A;Annuale;4068;Chiusa di Pesio;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;3667;;
A;Annuale;4068;Chiusa di Pesio;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;3735;;
A;Annuale;4068;Chiusa di Pesio;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;3716;e;Dato stimato
A;Annuale;4069;Cigliè;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;183;;
A;Annuale;4069;Cigliè;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;181;;
A;Annuale;4069;Cigliè;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;185;;
A;Annuale;4069;Cigliè;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;183;;
A;Annuale;4069;Cigliè;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;185;;
A;Annuale;4069;Cigliè;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;190;;
A;Annuale;4069;Cigliè;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;194;;
A;Annuale;4069;Cigliè;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;196;e;Dato stimato
A;Annuale;4070;Cissone;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;86;;
A;Annuale;4070;Cissone;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;86;;
A;Annuale;4070;Cissone;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;82;;
A;Annuale;4070;Cissone;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;80;;
A;Annuale;4070;Cissone;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;81;;
A;Annuale;4070;Cissone;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;78;;
A;Annuale;4070;Cissone;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;78;;
A;Annuale;4070;Cissone;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;76;e;Dato stimato
A;Annuale;4071;Clavesana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;802;;
A;Annuale;4071;Clavesana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;807;;
A;Annuale;4071;Clavesana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;812;;
A;Annuale;4071;Clavesana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;799;;
A;Annuale;4071;Clavesana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;796;;
A;Annuale;4071;Clavesana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;793;;
A;Annuale;4071;Clavesana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;778;;
A;Annuale;4071;Clavesana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;775;e;Dato stimato
A;Annuale;4072;"'Corneliano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;2138;;
A;Annuale;4072;"'Corneliano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;2148;;
A;Annuale;4072;"'Corneliano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;2120;;
A;Annuale;4072;"'Corneliano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;2142;;
A;Annuale;4072;"'Corneliano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;2135;;
A;Annuale;4072;"'Corneliano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;2139;;
A;Annuale;4072;"'Corneliano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;2165;;
A;Annuale;4072;"'Corneliano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;2167;e;Dato stimato
A;Annuale;4073;Cortemilia;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;2273;;
A;Annuale;4073;Cortemilia;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;2264;;
A;Annuale;4073;Cortemilia;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;2244;;
A;Annuale;4073;Cortemilia;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;2188;;
A;Annuale;4073;Cortemilia;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;2154;;
A;Annuale;4073;Cortemilia;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;2149;;
A;Annuale;4073;Cortemilia;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;2107;;
A;Annuale;4073;Cortemilia;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;2104;e;Dato stimato
A;Annuale;4074;Cossano Belbo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;950;;
A;Annuale;4074;Cossano Belbo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;938;;
A;Annuale;4074;Cossano Belbo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;928;;
A;Annuale;4074;Cossano Belbo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;901;;
A;Annuale;4074;Cossano Belbo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;885;;
A;Annuale;4074;Cossano Belbo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;868;;
A;Annuale;4074;Cossano Belbo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;855;;
A;Annuale;4074;Cossano Belbo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;858;e;Dato stimato
A;Annuale;4075;Costigliole Saluzzo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;3297;;
A;Annuale;4075;Costigliole Saluzzo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;3314;;
A;Annuale;4075;Costigliole Saluzzo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;3333;;
A;Annuale;4075;Costigliole Saluzzo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;3295;;
A;Annuale;4075;Costigliole Saluzzo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;3319;;
A;Annuale;4075;Costigliole Saluzzo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;3317;;
A;Annuale;4075;Costigliole Saluzzo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;3292;;
A;Annuale;4075;Costigliole Saluzzo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;3307;e;Dato stimato
A;Annuale;4076;Cravanzana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;365;;
A;Annuale;4076;Cravanzana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;371;;
A;Annuale;4076;Cravanzana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;374;;
A;Annuale;4076;Cravanzana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;377;;
A;Annuale;4076;Cravanzana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;364;;
A;Annuale;4076;Cravanzana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;351;;
A;Annuale;4076;Cravanzana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;343;;
A;Annuale;4076;Cravanzana;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;344;e;Dato stimato
A;Annuale;4077;Crissolo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;164;;
A;Annuale;4077;Crissolo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;156;;
A;Annuale;4077;Crissolo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;154;;
A;Annuale;4077;Crissolo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;156;;
A;Annuale;4077;Crissolo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;154;;
A;Annuale;4077;Crissolo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;148;;
A;Annuale;4077;Crissolo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;145;;
A;Annuale;4077;Crissolo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;132;e;Dato stimato
A;Annuale;4078;Cuneo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;56155;;
A;Annuale;4078;Cuneo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;56311;;
A;Annuale;4078;Cuneo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;55822;;
A;Annuale;4078;Cuneo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;55557;;
A;Annuale;4078;Cuneo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;55844;;
A;Annuale;4078;Cuneo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;55914;;
A;Annuale;4078;Cuneo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;55751;;
A;Annuale;4078;Cuneo;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;55747;e;Dato stimato
A;Annuale;4079;Demonte;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;1956;;
A;Annuale;4079;Demonte;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;1911;;
A;Annuale;4079;Demonte;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;1895;;
A;Annuale;4079;Demonte;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;1853;;
A;Annuale;4079;Demonte;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;1870;;
A;Annuale;4079;Demonte;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;1858;;
A;Annuale;4079;Demonte;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;1885;;
A;Annuale;4079;Demonte;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;1848;e;Dato stimato
A;Annuale;4080;"'Diano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;3623;;
A;Annuale;4080;"'Diano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;3618;;
A;Annuale;4080;"'Diano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;3604;;
A;Annuale;4080;"'Diano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;3622;;
A;Annuale;4080;"'Diano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;3593;;
A;Annuale;4080;"'Diano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;3562;;
A;Annuale;4080;"'Diano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;3553;;
A;Annuale;4080;"'Diano d""'Alba'";JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;3547;e;Dato stimato
A;Annuale;4081;Dogliani;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;4733;;
A;Annuale;4081;Dogliani;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;4722;;
A;Annuale;4081;Dogliani;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;4572;;
A;Annuale;4081;Dogliani;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;4553;;
A;Annuale;4081;Dogliani;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;4609;;
A;Annuale;4081;Dogliani;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;4587;;
A;Annuale;4081;Dogliani;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;4614;;
A;Annuale;4081;Dogliani;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;4605;e;Dato stimato
A;Annuale;4082;Dronero;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;7038;;
A;Annuale;4082;Dronero;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;7045;;
A;Annuale;4082;Dronero;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;6981;;
A;Annuale;4082;Dronero;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;6902;;
A;Annuale;4082;Dronero;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;6998;;
A;Annuale;4082;Dronero;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;7022;;
A;Annuale;4082;Dronero;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;7024;;
A;Annuale;4082;Dronero;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;7007;e;Dato stimato
A;Annuale;4083;Elva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;87;;
A;Annuale;4083;Elva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;87;;
A;Annuale;4083;Elva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;87;;
A;Annuale;4083;Elva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;82;;
A;Annuale;4083;Elva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;79;;
A;Annuale;4083;Elva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;78;;
A;Annuale;4083;Elva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;79;;
A;Annuale;4083;Elva;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;80;e;Dato stimato
A;Annuale;4084;Entracque;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;842;;
A;Annuale;4084;Entracque;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2020;840;;
A;Annuale;4084;Entracque;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2021;777;;
A;Annuale;4084;Entracque;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2022;770;;
A;Annuale;4084;Entracque;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2023;766;;
A;Annuale;4084;Entracque;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2024;760;;
A;Annuale;4084;Entracque;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2025;763;;
A;Annuale;4084;Entracque;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2026;741;e;Dato stimato
A;Annuale;4085;Envie;JAN;Popolazione al 1º gennaio;9;Totale;TOTAL;Totale;99;Totale;2019;1989;;
